CASO,R,G,B,CLASE 
14416,107,131,7,2
14417,141,168,29,2
14418,150,176,25,2
14419,150,175,29,2
14420,156,179,49,2
14421,187,206,98,2
14422,191,206,123,2
14423,163,175,111,2
14424,166,174,125,2
14425,182,190,143,2
14426,210,219,166,2
14427,159,168,111,2
14428,180,189,132,2
14429,191,199,150,2
14430,216,221,189,2
14431,2,2,2,2
14432,11,12,6,2
14433,185,188,167,2
14434,177,182,152,2
14435,186,190,165,2
14436,3,3,3,2
14437,14,13,21,2
14438,6,6,4,2
14439,8,6,19,2
14440,10,8,19,2
14441,11,12,4,2
14442,6,6,4,2
14443,7,8,2,2
14444,4,4,4,2
14445,6,5,13,2
14446,5,5,7,2
14447,2,2,4,2
14448,8,8,10,2
14449,1,1,3,2
14450,4,4,6,2
14451,6,6,6,2
14452,4,4,4,2
14453,7,7,7,2
14454,127,155,53,2
14455,103,131,21,2
14456,113,142,24,2
14457,114,144,20,2
14458,127,158,29,2
14459,129,160,30,2
14460,117,148,18,2
14461,109,138,10,2
14462,106,132,5,2
14463,119,146,15,2
14464,145,173,50,2
14465,136,164,43,2
14466,116,144,23,2
14467,103,131,12,2
14468,91,120,4,2
14469,85,113,3,2
14470,101,127,26,2
14471,124,149,57,2
14472,105,130,46,2
14473,93,118,37,2
14474,137,162,81,2
14475,183,208,124,2
14476,139,165,74,2
14477,95,125,25,2
14478,109,141,32,2
14479,131,164,51,2
14480,115,145,33,2
14481,127,156,48,2
14482,143,170,75,2
14483,186,211,128,2
14484,176,198,126,2
14485,109,130,65,2
14486,166,185,121,2
14487,128,148,77,2
14488,108,127,46,2
14489,154,175,82,2
14490,174,196,88,2
14491,134,158,38,2
14492,119,144,14,2
14493,139,166,27,2
14494,151,176,32,2
14495,162,186,48,2
14496,187,208,87,2
14497,168,187,82,2
14498,122,137,52,2
14499,146,159,87,2
14500,168,178,115,2
14501,195,205,144,2
14502,171,182,116,2
14503,133,144,78,2
14504,140,150,90,2
14505,183,191,142,2
14506,14,16,3,2
14507,14,14,12,2
14508,215,218,199,2
14509,183,188,158,2
14510,172,178,142,2
14511,183,188,156,2
14512,4,3,8,2
14513,10,11,5,2
14514,4,3,11,2
14515,4,4,2,2
14516,12,13,5,2
14517,8,8,8,2
14518,6,6,6,2
14519,5,5,7,2
14520,2,2,4,2
14521,18,18,20,2
14522,16,16,16,2
14523,13,13,15,2
14524,23,23,23,2
14525,7,7,7,2
14526,6,6,6,2
14527,1,1,1,2
14528,138,166,66,2
14529,97,125,15,2
14530,96,125,9,2
14531,98,128,6,2
14532,118,149,20,2
14533,125,156,26,2
14534,132,163,33,2
14535,111,140,12,2
14536,104,133,7,2
14537,101,130,4,2
14538,103,130,1,2
14539,115,141,14,2
14540,131,159,36,2
14541,138,166,47,2
14542,125,153,34,2
14543,97,124,7,2
14544,91,118,3,2
14545,99,125,16,2
14546,108,134,33,2
14547,126,151,57,2
14548,93,117,29,2
14549,88,112,26,2
14550,144,168,82,2
14551,162,188,97,2
14552,109,136,39,2
14553,85,114,8,2
14554,114,144,32,2
14555,124,155,38,2
14556,117,148,29,2
14557,134,164,50,2
14558,154,180,79,2
14559,179,203,115,2
14560,152,173,98,2
14561,104,124,55,2
14562,192,212,141,2
14563,162,183,106,2
14564,115,136,43,2
14565,131,154,46,2
14566,145,169,47,2
14567,132,158,25,2
14568,135,159,21,2
14569,147,171,33,2
14570,140,164,28,2
14571,140,162,35,2
14572,160,178,68,2
14573,164,180,82,2
14574,133,147,59,2
14575,147,160,78,2
14576,190,203,123,2
14577,178,191,111,2
14578,145,158,78,2
14579,149,161,85,2
14580,125,135,72,2
14581,191,199,152,2
14582,4,4,6,2
14583,2,1,6,2
14584,9,9,11,2
14585,204,208,181,2
14586,192,198,160,2
14587,163,170,128,2
14588,179,185,147,2
14589,2,2,2,2
14590,10,10,8,2
14591,12,13,8,2
14592,8,8,6,2
14593,1,1,1,2
14594,8,8,8,2
14595,4,4,4,2
14596,1,1,1,2
14597,4,4,4,2
14598,3,3,3,2
14599,4,4,4,2
14600,141,169,69,2
14601,97,124,17,2
14602,93,121,8,2
14603,98,128,6,2
14604,115,146,19,2
14605,116,147,18,2
14606,131,162,33,2
14607,138,167,41,2
14608,120,148,25,2
14609,118,146,25,2
14610,106,134,13,2
14611,100,126,3,2
14612,107,133,8,2
14613,106,132,7,2
14614,107,133,8,2
14615,124,152,31,2
14616,133,160,43,2
14617,122,149,32,2
14618,93,120,5,2
14619,96,123,10,2
14620,104,130,21,2
14621,90,117,14,2
14622,96,122,23,2
14623,73,98,6,2
14624,84,109,17,2
14625,157,182,90,2
14626,158,184,87,2
14627,103,130,27,2
14628,89,118,8,2
14629,121,150,34,2
14630,121,152,32,2
14631,115,147,24,2
14632,134,165,46,2
14633,149,176,69,2
14634,156,181,87,2
14635,130,152,70,2
14636,122,143,68,2
14637,207,228,153,2
14638,169,191,106,2
14639,106,129,25,2
14640,115,141,18,2
14641,135,162,23,2
14642,133,161,14,2
14643,137,162,18,2
14644,145,169,29,2
14645,136,159,29,2
14646,133,154,37,2
14647,166,183,81,2
14648,135,150,55,2
14649,129,144,51,2
14650,175,190,95,2
14651,180,196,98,2
14652,149,165,67,2
14653,119,134,39,2
14654,128,142,57,2
14655,136,147,79,2
14656,194,202,155,2
14657,10,11,6,2
14658,5,4,9,2
14659,11,11,13,2
14660,181,188,144,2
14661,157,165,116,2
14662,186,193,151,2
14663,5,6,1,2
14664,26,25,30,2
14665,1,1,1,2
14666,1,1,3,2
14667,1,1,1,2
14668,3,3,1,2
14669,3,3,3,2
14670,12,12,10,2
14671,8,8,6,2
14672,20,20,18,2
14673,19,19,17,2
14674,7,7,7,2
14675,10,10,10,2
14676,1,1,1,2
14677,1,1,1,2
14678,4,4,4,2
14679,140,167,70,2
14680,102,129,22,2
14681,99,127,14,2
14682,106,135,16,2
14683,117,147,23,2
14684,106,137,10,2
14685,122,153,26,2
14686,164,192,71,2
14687,131,159,40,2
14688,115,142,25,2
14689,103,130,13,2
14690,104,129,11,2
14691,113,138,18,2
14692,107,132,12,2
14693,103,128,8,2
14694,112,139,22,2
14695,110,137,22,2
14696,105,132,17,2
14697,91,118,5,2
14698,98,124,14,2
14699,92,118,9,2
14700,90,115,14,2
14701,93,117,19,2
14702,96,120,22,2
14703,162,187,86,2
14704,152,177,73,2
14705,108,134,25,2
14706,101,130,14,2
14707,128,156,37,2
14708,120,150,26,2
14709,116,147,20,2
14710,133,163,39,2
14711,135,162,49,2
14712,130,155,54,2
14713,115,138,50,2
14714,144,166,84,2
14715,198,217,136,2
14716,134,155,62,2
14717,122,148,15,2
14718,163,189,36,2
14719,152,180,20,2
14720,135,160,7,2
14721,145,168,26,2
14722,153,173,50,2
14723,161,179,71,2
14724,160,174,79,2
14725,152,165,73,2
14726,122,136,38,2
14727,160,175,70,2
14728,186,203,91,2
14729,200,217,105,2
14730,152,167,62,2
14731,158,171,81,2
14732,182,193,124,2
14733,218,225,181,2
14734,198,201,182,2
14735,6,6,6,2
14736,215,221,185,2
14737,176,184,135,2
14738,135,144,91,2
14739,166,173,129,2
14740,28,30,19,2
14741,198,201,182,2
14742,205,206,201,2
14743,1,1,1,2
14744,1,1,3,2
14745,1,1,3,2
14746,1,1,1,2
14747,8,9,3,2
14748,12,13,5,2
14749,12,13,5,2
14750,8,9,3,2
14751,3,3,1,2
14752,10,10,8,2
14753,24,25,20,2
14754,178,179,174,2
14755,179,180,175,2
14756,22,23,18,2
14757,1,1,1,2
14758,10,10,10,2
14759,5,5,7,2
14760,150,177,82,2
14761,73,101,1,2
14762,101,128,23,2
14763,95,123,12,2
14764,102,131,13,2
14765,116,146,24,2
14766,104,134,10,2
14767,126,156,34,2
14768,176,204,85,2
14769,126,153,36,2
14770,97,124,11,2
14771,88,115,2,2
14772,96,120,6,2
14773,108,132,18,2
14774,102,127,10,2
14775,100,125,8,2
14776,99,126,11,2
14777,90,117,4,2
14778,93,120,7,2
14779,93,119,9,2
14780,99,125,16,2
14781,115,140,38,2
14782,129,154,52,2
14783,109,134,30,2
14784,152,178,71,2
14785,134,160,50,2
14786,105,132,17,2
14787,106,134,15,2
14788,126,154,33,2
14789,115,144,18,2
14790,123,152,24,2
14791,136,167,40,2
14792,127,154,37,2
14793,116,142,35,2
14794,110,134,40,2
14795,161,184,96,2
14796,181,201,114,2
14797,92,114,16,2
14798,133,160,19,2
14799,182,210,47,2
14800,163,192,22,2
14801,138,164,5,2
14802,156,179,36,2
14803,174,194,73,2
14804,182,197,94,2
14805,158,171,79,2
14806,121,134,42,2
14807,127,142,37,2
14808,152,169,54,2
14809,180,199,74,2
14810,192,210,88,2
14811,202,219,107,2
14812,207,221,126,2
14813,206,217,149,2
14814,195,202,160,2
14815,192,195,176,2
14816,11,11,13,2
14817,5,4,9,2
14818,5,5,3,2
14819,212,219,178,2
14820,173,182,129,2
14821,129,138,83,2
14822,164,171,127,2
14823,9,10,2,2
14824,206,209,188,2
14825,205,209,182,2
14826,201,203,189,2
14827,9,9,11,2
14828,217,217,215,2
14829,181,181,179,2
14830,1,1,3,2
14831,6,6,8,2
14832,195,195,193,2
14833,195,195,193,2
14834,6,6,4,2
14835,7,7,5,2
14836,5,6,1,2
14837,8,9,4,2
14838,185,186,180,2
14839,187,188,182,2
14840,13,13,11,2
14841,1,1,1,2
14842,4,4,6,2
14843,152,179,86,2
14844,94,121,24,2
14845,93,119,18,2
14846,99,126,19,2
14847,95,123,10,2
14848,101,130,12,2
14849,112,141,22,2
14850,147,176,58,2
14851,164,191,76,2
14852,101,128,15,2
14853,107,131,21,2
14854,105,129,17,2
14855,108,132,20,2
14856,105,129,17,2
14857,108,132,22,2
14858,97,120,12,2
14859,85,108,2,2
14860,94,117,13,2
14861,126,149,45,2
14862,139,162,56,2
14863,146,170,60,2
14864,117,141,29,2
14865,116,141,24,2
14866,113,138,20,2
14867,128,153,33,2
14868,118,144,21,2
14869,108,137,11,2
14870,125,154,26,2
14871,135,164,38,2
14872,150,175,55,2
14873,100,124,10,2
14874,105,127,26,2
14875,172,193,98,2
14876,150,169,79,2
14877,92,113,12,2
14878,133,158,12,2
14879,160,188,18,2
14880,168,197,21,2
14881,156,181,17,2
14882,162,184,39,2
14883,180,198,80,2
14884,151,166,65,2
14885,120,131,39,2
14886,108,119,25,2
14887,143,157,46,2
14888,185,201,79,2
14889,201,218,88,2
14890,178,195,67,2
14891,167,184,70,2
14892,220,233,141,2
14893,236,245,182,2
14894,167,171,134,2
14895,160,163,144,2
14896,7,7,5,2
14897,11,12,7,2
14898,212,215,196,2
14899,209,216,174,2
14900,162,171,116,2
14901,127,136,81,2
14902,181,188,144,2
14903,13,15,4,2
14904,223,227,202,2
14905,188,193,161,2
14906,197,202,172,2
14907,201,204,183,2
14908,207,208,202,2
14909,8,8,8,2
14910,172,172,170,2
14911,203,202,208,2
14912,9,8,16,2
14913,7,6,14,2
14914,4,3,9,2
14915,184,183,189,2
14916,180,179,184,2
14917,18,18,20,2
14918,6,7,1,2
14919,207,208,200,2
14920,157,158,150,2
14921,185,186,178,2
14922,8,9,4,2
14923,5,5,3,2
14924,1,1,1,2
14925,2,2,4,2
14926,1,1,3,2
14927,1,1,1,2
14928,6,6,6,2
14929,2,2,2,2
14930,157,183,92,2
14931,95,122,27,2
14932,88,114,15,2
14933,91,118,13,2
14934,91,119,8,2
14935,104,132,19,2
14936,113,142,26,2
14937,137,165,52,2
14938,148,174,64,2
14939,92,118,11,2
14940,95,118,14,2
14941,98,121,15,2
14942,110,133,25,2
14943,111,135,25,2
14944,96,119,11,2
14945,92,115,9,2
14946,96,119,15,2
14947,127,150,44,2
14948,141,165,55,2
14949,120,144,30,2
14950,102,127,7,2
14951,107,133,10,2
14952,115,141,18,2
14953,113,137,15,2
14954,123,149,26,2
14955,110,136,13,2
14956,132,161,35,2
14957,153,179,54,2
14958,102,127,7,2
14959,97,121,11,2
14960,155,177,76,2
14961,139,159,62,2
14962,90,111,8,2
14963,132,157,11,2
14964,169,197,25,2
14965,180,209,29,2
14966,163,189,20,2
14967,162,185,35,2
14968,175,193,73,2
14969,151,163,61,2
14970,103,112,19,2
14971,140,150,51,2
14972,180,193,79,2
14973,198,215,87,2
14974,197,215,81,2
14975,148,165,37,2
14976,131,144,38,2
14977,205,217,133,2
14978,230,238,181,2
14979,182,186,151,2
14980,166,169,150,2
14981,215,217,206,2
14982,194,198,175,2
14983,212,220,173,2
14984,174,183,126,2
14985,132,141,84,2
14986,175,182,138,2
14987,227,232,202,2
14988,211,218,177,2
14989,148,154,116,2
14990,183,188,158,2
14991,8,9,3,2
14992,147,148,142,2
14993,186,185,190,2
14994,2,1,7,2
14995,3,2,7,2
14996,11,10,15,2
14997,17,16,24,2
14998,177,175,186,2
14999,184,183,191,2
15000,7,6,12,2
15001,8,8,10,2
15002,17,17,15,2
15003,191,193,182,2
15004,147,149,138,2
15005,213,215,204,2
15006,9,10,4,2
15007,13,14,9,2
15008,6,6,6,2
15009,11,11,13,2
15010,21,21,21,2
15011,3,3,3,2
15012,9,9,9,2
15013,5,5,5,2
15014,158,184,95,2
15015,91,117,26,2
15016,84,109,15,2
15017,88,114,13,2
15018,88,115,8,2
15019,102,130,19,2
15020,107,135,24,2
15021,120,148,38,2
15022,124,150,43,2
15023,86,111,9,2
15024,88,112,14,2
15025,78,102,4,2
15026,79,101,3,2
15027,80,102,2,2
15028,94,117,13,2
15029,106,129,21,2
15030,89,113,3,2
15031,104,127,21,2
15032,110,133,29,2
15033,107,129,21,2
15034,153,176,62,2
15035,155,178,61,2
15036,144,168,46,2
15037,140,164,40,2
15038,131,155,31,2
15039,132,156,34,2
15040,115,136,15,2
15041,99,123,3,2
15042,107,132,14,2
15043,135,161,38,2
15044,156,181,54,2
15045,109,134,7,2
15046,97,120,3,2
15047,138,160,51,2
15048,129,147,47,2
15049,96,115,10,2
15050,134,157,15,2
15051,175,201,32,2
15052,189,217,37,2
15053,170,194,22,2
15054,163,184,31,2
15055,170,186,61,2
15056,149,162,56,2
15057,112,123,21,2
15058,181,192,87,2
15059,208,222,101,2
15060,194,209,80,2
15061,179,195,63,2
15062,119,135,13,2
15063,105,116,20,2
15064,197,205,132,2
15065,199,202,171,2
15066,165,168,147,2
15067,15,18,1,2
15068,219,226,195,2
15069,196,204,153,2
15070,191,201,140,2
15071,149,159,99,2
15072,169,177,130,2
15073,11,12,4,2
15074,225,231,193,2
15075,176,184,135,2
15076,151,159,110,2
15077,200,207,166,2
15078,146,148,134,2
15079,7,8,3,2
15080,14,14,14,2
15081,5,6,1,2
15082,7,8,2,2
15083,3,3,3,2
15084,5,4,12,2
15085,9,7,18,2
15086,168,166,177,2
15087,6,5,13,2
15088,14,13,19,2
15089,9,8,13,2
15090,9,10,2,2
15091,179,181,168,2
15092,156,158,145,2
15093,185,187,174,2
15094,22,24,13,2
15095,4,4,2,2
15096,2,2,2,2
15097,15,15,17,2
15098,1,1,1,2
15099,4,4,4,2
15100,3,3,3,2
15101,13,13,13,2
15102,6,6,6,2
15103,154,179,95,2
15104,86,112,23,2
15105,90,115,23,2
15106,104,130,31,2
15107,94,121,16,2
15108,94,121,14,2
15109,94,121,14,2
15110,107,134,29,2
15111,91,116,14,2
15112,82,106,8,2
15113,103,127,33,2
15114,85,108,17,2
15115,75,96,5,2
15116,100,123,17,2
15117,84,107,3,2
15118,102,124,23,2
15119,82,104,4,2
15120,95,117,17,2
15121,116,137,34,2
15122,157,179,70,2
15123,152,175,59,2
15124,161,185,63,2
15125,162,186,62,2
15126,138,163,36,2
15127,124,146,22,2
15128,139,160,39,2
15129,138,159,40,2
15130,132,152,37,2
15131,123,146,32,2
15132,130,155,37,2
15133,138,163,35,2
15134,111,136,6,2
15135,105,129,5,2
15136,127,150,34,2
15137,118,136,34,2
15138,103,121,19,2
15139,107,126,10,2
15140,133,155,18,2
15141,171,196,32,2
15142,184,211,34,2
15143,171,195,23,2
15144,165,186,29,2
15145,161,178,48,2
15146,140,153,39,2
15147,132,141,32,2
15148,195,205,92,2
15149,208,220,96,2
15150,181,197,65,2
15151,162,177,50,2
15152,122,134,24,2
15153,117,127,41,2
15154,183,189,129,2
15155,194,197,170,2
15156,182,186,163,2
15157,205,209,186,2
15158,194,200,174,2
15159,184,192,155,2
15160,221,230,173,2
15161,187,198,132,2
15162,124,134,71,2
15163,173,181,130,2
15164,228,236,189,2
15165,213,223,163,2
15166,171,181,121,2
15167,204,213,160,2
15168,160,164,137,2
15169,195,198,181,2
15170,15,15,13,2
15171,4,4,6,2
15172,171,170,176,2
15173,2,2,2,2
15174,13,14,8,2
15175,11,12,6,2
15176,162,164,150,2
15177,158,160,146,2
15178,219,221,208,2
15179,8,9,1,2
15180,6,6,4,2
15181,10,9,14,2
15182,2,2,4,2
15183,4,4,4,2
15184,4,4,4,2
15185,4,4,4,2
15186,144,169,86,2
15187,78,103,19,2
15188,99,123,35,2
15189,123,148,54,2
15190,100,126,25,2
15191,83,110,7,2
15192,80,107,4,2
15193,98,124,23,2
15194,81,104,13,2
15195,111,134,44,2
15196,82,105,17,2
15197,80,100,13,2
15198,77,97,8,2
15199,87,110,4,2
15200,85,108,4,2
15201,120,142,42,2
15202,124,144,47,2
15203,137,157,58,2
15204,140,161,58,2
15205,177,199,90,2
15206,174,195,78,2
15207,144,166,42,2
15208,138,160,34,2
15209,114,136,9,2
15210,103,123,2,2
15211,111,130,14,2
15212,123,143,32,2
15213,138,159,54,2
15214,117,139,28,2
15215,105,130,2,2
15216,120,143,11,2
15217,124,145,24,2
15218,113,130,26,2
15219,111,127,28,2
15220,113,129,20,2
15221,128,147,19,2
15222,165,186,29,2
15223,181,205,33,2
15224,174,198,26,2
15225,171,193,32,2
15226,152,169,31,2
15227,119,133,10,2
15228,128,139,21,2
15229,175,186,64,2
15230,193,205,77,2
15231,175,187,59,2
15232,152,163,43,2
15233,139,149,50,2
15234,150,157,87,2
15235,167,170,123,2
15236,153,157,130,2
15237,185,190,158,2
15238,193,200,166,2
15239,171,180,137,2
15240,186,196,133,2
15241,161,173,101,2
15242,131,142,74,2
15243,197,206,149,2
15244,191,196,164,2
15245,229,238,181,2
15246,199,211,139,2
15247,166,178,104,2
15248,207,218,150,2
15249,173,180,139,2
15250,204,210,176,2
15251,203,209,171,2
15252,215,221,183,2
15253,194,199,167,2
15254,187,191,166,2
15255,169,169,167,2
15256,15,15,13,2
15257,12,14,3,2
15258,184,186,175,2
15259,168,169,161,2
15260,14,15,9,2
15261,159,161,147,2
15262,162,165,148,2
15263,214,216,202,2
15264,10,11,3,2
15265,8,8,10,2
15266,14,13,18,2
15267,12,12,14,2
15268,5,5,5,2
15269,5,5,5,2
15270,17,17,17,2
15271,130,154,76,2
15272,66,91,8,2
15273,94,118,32,2
15274,121,146,54,2
15275,90,116,19,2
15276,85,111,12,2
15277,78,101,10,2
15278,89,112,22,2
15279,111,133,48,2
15280,75,97,14,2
15281,79,98,16,2
15282,78,98,13,2
15283,89,112,4,2
15284,128,150,49,2
15285,155,177,79,2
15286,147,167,72,2
15287,114,134,37,2
15288,97,118,15,2
15289,142,164,55,2
15290,189,210,93,2
15291,144,166,42,2
15292,134,156,29,2
15293,110,130,5,2
15294,133,152,34,2
15295,132,151,36,2
15296,120,138,30,2
15297,144,162,62,2
15298,108,130,22,2
15299,133,157,21,2
15300,126,148,22,2
15301,114,131,25,2
15302,120,136,38,2
15303,101,116,13,2
15304,118,136,14,2
15305,163,183,32,2
15306,179,202,34,2
15307,177,201,29,2
15308,176,198,35,2
15309,142,159,18,2
15310,121,131,6,2
15311,159,170,42,2
15312,179,192,60,2
15313,161,173,45,2
15314,132,142,29,2
15315,153,159,71,2
15316,189,192,135,2
15317,176,177,143,2
15318,167,172,142,2
15319,199,205,167,2
15320,194,203,158,2
15321,196,204,163,2
15322,208,218,168,2
15323,165,176,108,2
15324,163,175,99,2
15325,150,162,88,2
15326,181,191,130,2
15327,186,193,152,2
15328,227,238,170,2
15329,168,181,99,2
